wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Aloxe-Corton,Domaine Rapet,2021.0,4.0,1352,63.38,4.0,2.5,1.0,2.0,aloxe-corton,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Fombrauge,2015.0,4.2,2031,143.66,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard 1er Cru 'Les Rugiens',Maison Henri Boillot,2017.0,4.3,395,111.67,4.0,2.5,1.0,2.0,les-rugiens-bas,"[(14, 'pinot-noir')]"
Chambolle-Musigny 1er Cru Les Charmes,Louis Latour,2013.0,4.2,240,78.33,4.5,3.0,1.0,2.5,chambolle-musigny-premier-cru,"[(14, 'pinot-noir')]"
Haut-Médoc,Château Valentin,2013.0,3.9,51,20.02,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bourgogne Rouge,Domaine Gauffroy,2022.0,3.9,49,19.89,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Les Clapas Terrasses du Larzac,Pas de l'Escalette,2019.0,3.9,215,29.5,4.0,4.0,1.0,4.0,terasses-du-larzac,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Julien,Château Terrey-Gros-Cailloux,1995.0,3.5,41,48.0,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vosne-Romanée 1er Cru 'Les Beaux Monts',Georges Noëllat,2012.0,4.3,44,209.05,4.5,3.0,1.0,2.5,vosne-romanee-les-beaux-monts,"[(14, 'pinot-noir')]"
Nature Robert,Ricardelle de Lautrec,2022.0,3.7,74,17.96,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Latricières-Chambertin Grand Cru,Camille Giroud,2009.0,4.4,228,224.99,4.5,3.0,1.0,2.5,latricieres-chambertin,"[(14, 'pinot-noir')]"
Pommard 'Les Petits Noizons',Dominique Derain,2019.0,4.0,207,251.19,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru,Château Piney,2015.0,4.1,294,19.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Espérance de Trotanoy Pomerol,Château Trotanoy,2015.0,4.3,128,83.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Volnay Premier Cru Caillerets Ancienne Cuvée Carnot,Bouchard Père & Fils,2024.0,4.2,3393,133.55,4.0,2.5,1.0,2.0,volnay-premier-cru,"[(14, 'pinot-noir')]"
La Belle Hélène Côte-Rôtie,Michel & Stéphane Ogier,2013.0,4.4,38,320.0,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Pauillac (Grand Cru Classé),Château Batailley,1996.0,4.2,522,65.0,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cornaline Rouge,Hauvette,2017.0,4.2,124,49.0,3.0,4.0,1.5,4.0,les-baux-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Bourgogne Hautes-Côtes de Nuits 'Les Herbues',Hervé Murat,2010.0,3.2,44,28.32,4.0,2.5,1.0,2.0,bourgogne-hautes-cotes-de-nuits,"[(14, 'pinot-noir')]"
Le Cirque Rouge,Vignerons de Tautavel Vingrau,2017.0,3.7,421,7.75,4.0,4.0,1.0,4.0,cotes-catalanes,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Le Prèlat de Pape Clèment Pessac-Léognan,Château Pape Clément,2019.0,4.0,506,17.92,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Robinettes Pinot Noir,Raphaëlle Guyot,2023.0,4.0,193,47.57,3.5,3.0,1.0,4.0,yonne,Unknown
Vieilles Vignes Gevrey-Chambertin 'En Croisette',Jerome Galeyrand,2023.0,4.0,100,179.78,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,Louis Jadot,2019.0,4.5,30,192.5,4.5,3.0,1.0,2.5,gevrey-chambertin-premier-cru,"[(14, 'pinot-noir')]"
Les Charmes Chinon,Charles Joguet,2016.0,3.8,89,33.5,4.0,3.5,1.5,4.0,chinon,"[(3, 'cabernet-franc')]"
Fronsac,Château Barrabaque,2009.0,4.1,26,29.0,3.0,4.0,1.0,3.0,fronsac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Corton Grand Cru 'Les Renardes',Jean-Claude Boisset,2019.0,4.3,41,200.77,4.0,2.5,1.0,2.0,corton-les-renardes,"[(14, 'pinot-noir')]"
Castillon - Côtes de Bordeaux,Château Roquevieille,2020.0,3.7,36,6.0,4.0,4.0,1.0,4.0,cotes-de-castillon,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bordeaux Supérieur,Château Jalousie Beaulieu,2018.0,3.5,362,12.34,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Marlène No. 3,Peyre Rose,2010.0,4.4,115,74.0,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Maranges 1er Cru 'Le Clos des Rois',Henri Moroni,1979.0,3.8,58,62.5,4.0,2.5,1.0,2.0,maranges-le-clos-des-rois,"[(14, 'pinot-noir')]"
Font d'Ombras,Clos Lalfert,2020.0,4.1,42,36.0,4.0,4.0,1.0,4.0,pays-dherault,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pinot Noir,Domaine de la Motte,2023.0,3.6,10585,11.12,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pomerol,Château Lécuyer,2021.0,4.1,42,57.7,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Berliquet,2015.0,4.1,226,49.4,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Nouveau Beaujolais-Villages,Labouré-Roi,2023.0,3.2,235,12.99,4.5,1.0,1.0,1.0,beaujolais-villages,"[(80, 'gamay')]"
Cuvée Prestige Bordeaux Supérieur,Château Jalousie Beaulieu,2019.0,3.8,173,16.0,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Médoc,Château d'Escurac,2023.0,3.8,3080,11.52,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gigondas L'Argnee Vieilles Vignes,Famille Perrin,2017.0,4.2,513,52.64,3.5,4.0,1.0,3.5,gigondas,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Air de Mistral Côtes du Rhône,Estezargues,2021.0,3.8,74,13.96,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Gamay,Fluette,2020.0,3.8,56,18.44,4.5,4.5,1.5,4.0,cotes-du-tarn,Unknown
Château Cantelaudette Cuvée Prestige Graves de Vayres,Vignobles Chatelier,2023.0,3.7,2191,6.75,4.0,4.0,1.0,4.0,graves-de-vayres,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Echezeaux Grand Cru 'En Orveaux',Dominique Mugneret,2007.0,4.4,331,196.95,4.5,3.0,1.0,2.5,echezeaux,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges 1er Cru 'Les Porets',Domaine Chevillon-Chezeaux,2023.0,4.0,111,110.69,4.5,3.0,1.0,2.5,nuits-saint-georges-les-porrets-saint-georges,"[(14, 'pinot-noir')]"
Pessac-Léognan,Château La Louvière,2001.0,4.1,265,31.67,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chinon Rouge,Château de Saint Louans,2018.0,4.2,26,51.03,4.0,3.5,1.5,4.0,chinon,"[(3, 'cabernet-franc')]"
Beaune 1er Cru 'Les Grèves' Rouge,Thomas Morey,2019.0,4.1,273,70.0,4.0,2.5,1.0,2.0,beaune-les-greves,"[(14, 'pinot-noir')]"
Chambolle-Musigny 1er Cru 'Les Beaux Bruns',Domaine Thierry Mortet,2018.0,4.2,27,119.0,4.5,3.0,1.0,2.5,chambolle-musigny-aux-beaux-bruns,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges 1er Cru 'Les Pruliers',Louis Boillot & Fils,2021.0,4.2,297,99.0,4.5,3.0,1.0,2.5,nuits-saint-georges-les-pruliers,"[(14, 'pinot-noir')]"
Les Cailloux Bordeaux,Château Penin,2018.0,4.1,79,39.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Échézeaux Grand Cru 'Les Treux',Jean Tardy & Fils,2008.0,4.5,235,254.87,4.5,3.0,1.0,2.5,echezeaux,"[(14, 'pinot-noir')]"
Maranges 'Sous Loyeres',Jean-Philippe Marchand,2023.0,3.8,38,19.5,4.0,2.5,1.0,2.0,maranges,"[(14, 'pinot-noir')]"
Bordeaux Rouge,Château Roquefort,2022.0,3.7,2972,5.0,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Miroenière Rouge,Domaine Mouriesse Vinum,2022.0,4.1,116,25.3,2.5,3.5,1.0,3.0,gard,"[(8, 'grenache-noir')]"
La Croix Petite Rouge,Domaine d'Escausses,2020.0,4.0,64,15.7,4.5,4.5,1.5,4.0,gaillac,Unknown
Varietals Merlot,Calvet,2020.0,3.8,555,14.52,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Vosne-Romanée Premier Cru Les Suchots,Lucien le Moine,2018.0,4.4,27,600.42,4.5,3.0,1.0,2.5,vosne-romanee-premier-cru,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Santenots',Louis Jadot,2012.0,4.0,127,62.33,4.0,2.5,1.0,2.0,volnay-santenots,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Les Brouillards',Domaine Glantenay,2018.0,4.2,27,174.58,4.0,2.5,1.0,2.0,volnay-les-brouillards,"[(14, 'pinot-noir')]"
P’tit Piaf Rouge,Domaine de l'Ausseil,2022.0,3.6,399,13.9,4.0,4.0,1.0,4.0,cotes-catalanes,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Fort du Roy Le Grand Art Haut-Médoc,Fort Médoc,2018.0,3.9,247,9.5,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Châteauneuf-du-Pape La Cuvée du Papet,Clos du Mont-Olivet,2010.0,4.2,141,145.45,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Gevrey-Chambertin 'La Justice',Hubert Lignier,2019.0,4.2,124,75.48,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Calcaires,Le Clos des Grillons,2021.0,4.0,50,54.12,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Pauillac (Grand Cru Classé),Château Haut-Bages Libéral,2009.0,4.1,1223,185.87,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bandol,La Suffrene,2015.0,4.1,273,28.0,3.0,4.0,1.5,4.0,bandol,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Châteauneuf-du-Pape,Domaine de Marcoux,2015.0,4.2,553,188.69,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
La Punition Bio Côtes de Provence,Château Les Valentines,2022.0,3.6,121,17.95,3.0,4.0,1.5,4.0,cotes-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
Bordeaux Rouge,Château des Léotins,2021.0,3.3,2490,26.4,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vosne-Romanée 1er Cru 'Aux Malconsorts',Domaine Dujac,2019.0,4.4,887,651.82,4.5,3.0,1.0,2.5,vosne-romanee-aux-malconsorts,"[(14, 'pinot-noir')]"
Madiran,Château Montus,1987.0,4.0,17885,75.62,4.5,5.0,1.5,5.0,madiran,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (48, 'tannat'), (347, 'fer-servadou')]"
Gevrey-Chambertin Poissenots,Louis Jadot,2017.0,4.2,215,90.83,4.5,3.0,1.0,2.5,gevrey-chambertin-premier-cru,"[(14, 'pinot-noir')]"
Volnay 1er Cru 'Les Grands Champs Monopole',Pierrick Bouley,2021.0,4.2,108,192.48,4.0,2.5,1.0,2.0,volnay-premier-cru,"[(14, 'pinot-noir')]"
Saintayme Saint-Émilion Grand Cru,Denis Durantou,2015.0,4.0,474,27.5,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Volnay 1er Cru 'Santenots',Domaine Henri Delagrange et Fils,2019.0,4.1,43,249.0,4.0,2.5,1.0,2.0,volnay-santenots,"[(14, 'pinot-noir')]"
Clos Vougeot Grand Cru,Manuel Olivier,2014.0,4.5,103,430.0,4.5,3.0,1.0,2.5,clos-de-vougeot,"[(14, 'pinot-noir')]"
Pure Malbec,Pech de Jammes,2018.0,4.1,142,39.9,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Vosne-Romanée 1er Cru Les Orveaux,Mongeard-Mugneret,2020.0,4.4,37,256.27,4.5,3.0,1.0,2.5,vosne-romanee-premier-cru,"[(14, 'pinot-noir')]"
Réserve de Fleur Côtes du Rhône,Les Coumbarelles,2023.0,3.6,313,12.12,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Côtes du Rhône,Domaine de la Solitude - Famille Lancon,1995.0,3.8,6307,18.0,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Initial de Desmirail Margaux,Château Desmirail,2017.0,4.0,2146,40.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut-Médoc,Château Lamothe-Cissac,2008.0,3.6,254,24.49,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Allées de Cantemerle Haut-Médoc,Château Cantemerle,2011.0,3.7,773,24.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cuvée de Printemps,Séléné,2022.0,4.0,42,16.0,5.0,1.0,1.0,1.5,beaujolais,"[(80, 'gamay')]"
Vieille Vigne Gevrey-Chambertin 1er Cru 'Cherbaudes',Domaine Fourrier,2013.0,4.2,25,305.52,4.5,3.0,1.0,2.5,gevrey-chambertin-cherbaudes,"[(14, 'pinot-noir')]"
Vieilles Vignes Morey-Saint-Denis 1er Cru 'La Riotte',Domaine Perrot-Minot,2005.0,4.3,124,160.0,4.5,3.0,1.0,2.5,morey-saint-denis-la-riotte,"[(14, 'pinot-noir')]"
Pomerol,Château Haut-Tropchaud,2014.0,4.4,112,49.95,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Côte-Rôtie Brune & Blonde de Guigal,E. Guigal,1983.0,4.4,68,80.14,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Ladoix 'Le Clos Royer' Rouge,Domaine Michel Mallard,2021.0,4.2,254,63.93,4.0,2.5,1.0,2.0,ladoix,"[(14, 'pinot-noir')]"
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot,1999.0,4.4,131,1189.49,4.5,3.0,1.0,2.5,clos-de-la-roche,"[(14, 'pinot-noir')]"
Margaux (Grand Cru Classé),Château Brane-Cantenac,2003.0,4.3,712,145.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Bordeaux Supérieur,Château Couronneau,2021.0,3.8,132,17.79,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan (Grand Cru Classé de Graves),Château de Fieuzal,2009.0,4.2,1667,49.0,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vosne Romanée,Michel Gros,2018.0,4.2,134,84.61,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Pinot Noir Bourgogne,Domaine Michel Lafarge,2021.0,3.9,30,44.09,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Côtes du Rhône,Fontbonau,2013.0,3.7,85,33.42,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
TUTIAC Côtes de Bourg Rouge,Les Vignerons de Tutiac,2020.0,3.4,61,14.84,4.0,4.0,1.0,4.0,cotes-de-bourg,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Terroir Littoral Cabernet Sauvignon,Fortant,2022.0,3.4,42,7.3,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Castillon - Côtes de Bordeaux,Domaine de l'Aurage,2007.0,4.3,724,54.0,4.0,4.0,1.0,4.0,cotes-de-castillon,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Clerget Terroirs Pont du Rhone Côtes du Rhône,Raoul Clerget,2013.0,3.4,58,21.96,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Dassault,2023.0,4.2,9078,42.36,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1976.0,4.6,694,595.0,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Allées de Cantemerle Haut-Médoc,Château Cantemerle,2004.0,3.7,66,44.0,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Guillaume de Rouville 'Saint Maurice',Domaine de l'Echevin,2016.0,3.9,234,15.0,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-saint-maurice,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer,2008.0,4.5,1096,490.0,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ko In Côt We Trust Touraine,Puzelat Bonhomme,2020.0,3.9,377,35.78,4.5,3.0,1.0,3.5,touraine,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Clos Jus Givry 1er Cru,Chofflet Valdenaire,2022.0,3.9,551,39.0,4.0,2.0,1.0,2.0,givry-premier-cru,"[(14, 'pinot-noir')]"
Marsannay,Géantet-Pansiot,2020.0,4.0,42,26.67,4.5,3.0,1.0,2.5,marsannay,"[(14, 'pinot-noir')]"
La Ciaude,Domaine Anne Gros & Jean-Paul Tollot,2021.0,3.9,1827,34.17,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chateauneuf-du-Pape,Terroir Daronton,2022.0,4.1,690,29.48,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Médoc,Château Preuillac,2016.0,3.8,4891,25.1,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Magnoux Faugères,Saint Antonin,2017.0,3.8,69,19.95,4.0,4.0,1.0,4.0,faugeres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Volnay,Jean-Yves Devevey,2021.0,3.8,194,70.0,4.0,2.5,1.0,2.0,volnay,"[(14, 'pinot-noir')]"
Côte-Rôtie La Mouline,E. Guigal,2004.0,4.6,340,320.83,4.0,4.5,1.0,4.5,cote-rotie,"[(1, 'shiraz-syrah'), (20, 'viognier')]"
Chambolle-Musigny Vieilles Vignes,Géantet-Pansiot,2005.0,4.3,28,259.32,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Roche Pierre Crozes-Hermitage,Domaine Belle,2016.0,4.2,44,64.64,3.0,4.0,1.0,3.5,crozes-hermitage,"[(1, 'shiraz-syrah')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Pavie Decesse,2013.0,4.4,3990,152.91,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Carbonifère,Domaine le Conte des Floris,2019.0,3.8,97,22.6,4.0,4.0,1.0,4.0,languedoc-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Châteauneuf-du-Pape,Château La Nerthe,2010.0,4.2,1711,70.0,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Mazis-Chambertin Grand Cru,Domaine Tortochot,2019.0,4.4,539,210.53,4.5,3.0,1.0,2.5,mazis-chambertin,"[(14, 'pinot-noir')]"
Santenay,Vincent Bachelet,2020.0,4.0,28,35.5,4.0,2.5,1.0,2.0,santenay,"[(14, 'pinot-noir')]"
Hermitage La Petite Chapelle,Paul Jaboulet Aîné,2012.0,4.3,664,93.67,3.5,5.0,1.0,4.5,hermitage,"[(1, 'shiraz-syrah')]"
Bordeaux Rouge,Mouton Cadet,1988.0,3.6,281,98.72,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Cantus Vitis Minervois,Cailhol Gautran,2024.0,3.9,445,9.5,4.0,4.0,1.0,4.0,minervois,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Croix Blanche Pommard,Parent,2019.0,4.1,344,74.91,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
