wine,winery,vintage_year,vintage_rating,vintage_rating_count,price_availability,structure_acidity,structure_intensity,structure_sweetness,structure_tannin,region,grapes
Santenay 1er Cru 'Gravières',Capuano-Ferreri,2021.0,3.9,135,32.6,4.0,2.5,1.0,2.0,santenay-les-gravieres,"[(14, 'pinot-noir')]"
Magna Vinum Chiroubles,Domaine de Gry Sablon - Dominique Morel,2023.0,3.9,35,21.87,5.0,1.0,1.0,1.5,beaujolais,"[(80, 'gamay')]"
La Bonne Dame Fleurie,Louis Tête,2020.0,4.0,37,26.49,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Saint-Julien (Grand Cru Classé),Château Lagrange,1998.0,4.1,494,99.0,4.5,4.0,1.0,4.5,saint-julien,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pernand-Vergelesses Premier Cru Vergelesses,Domaine Chanson,1996.0,4.1,1543,83.33,4.0,2.5,1.0,2.0,pernand-vergelesses-premier-cru,"[(14, 'pinot-noir')]"
Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru,Château Quintus,2021.0,4.2,55,13.5,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Corton 'Le Rognet' Grand Cru,Maison Roche de Bellene,2017.0,4.1,72,69.26,4.0,2.5,1.0,2.0,corton-le-rognet-et-corton,"[(14, 'pinot-noir')]"
Gevrey-Chambertin 'En Pallud',Pierre Naigeon,2020.0,4.3,51,65.0,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Tradition Châteauneuf-du-Pape,Domaine Giraud,2019.0,4.1,1266,53.47,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Larcis Ducasse,1997.0,3.8,41,42.5,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan,Château les Carmes Haut-Brion,2004.0,4.1,169,118.2,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin 1er Cru 'Estournelles Saint-Jacques',Domaine Duroché,2020.0,4.0,134,295.0,4.5,3.0,1.0,2.5,gevrey-chambertin-estournelles-st-jacques,"[(14, 'pinot-noir')]"
MVD,Mas Becha,2020.0,4.5,50,66.0,4.0,4.0,1.0,4.0,cotes-du-roussillon,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Pure Plaisir Cahors,Château Haut-Monplaisir,2019.0,3.9,546,33.7,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Château Les Cruzelles Lalande-de-Pomerol,Denis Durantou,2009.0,4.1,53,44.17,3.0,4.0,1.0,3.0,lalande-de-pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
La Sauvageonne Languedoc (Syrah - Grenache),Gérard Bertrand,2019.0,3.9,619,26.67,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Sansonnet,2019.0,4.1,213,38.9,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Morey-St-Denis 1er Cru 'Aux Charmes',Domaine Tortochot,2020.0,4.2,181,93.5,4.5,3.0,1.0,2.5,morey-saint-denis-aux-charmes,"[(14, 'pinot-noir')]"
Pommard,J.M. Boillot,2018.0,4.3,120,47.79,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Réserve Saint-Vincent Bordeaux Supérieur,Château Lamothe-Vincent,2020.0,3.6,37,10.65,4.0,4.0,1.0,4.0,bordeaux-superieur,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Volnay,Domaine Fernand & Laurent Pillot,2016.0,4.1,43,53.09,4.0,2.5,1.0,2.0,volnay,"[(14, 'pinot-noir')]"
La Centaurée Rouge,Château Pech Redon,2022.0,4.0,299,30.0,4.0,4.0,1.0,4.0,languedoc-la-clape,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
La Chapelle de Lafon-Rochet Saint-Estèphe,Château Lafon-Rochet,2021.0,3.8,1251,23.0,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Cocottes,Anne Sophie Dubois,2023.0,4.0,1169,74.68,5.0,1.0,1.0,1.5,fleurie,"[(80, 'gamay')]"
Morey-Saint-Denis 1er Cru 'La Riotte',Domaine Perrot-Minot,2021.0,4.3,638,294.74,4.5,3.0,1.0,2.5,morey-saint-denis-la-riotte,"[(14, 'pinot-noir')]"
Auxey-Duresses,Jacques Bavard,2022.0,3.7,158,57.66,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Chambolle-Musigny Cuvée des Cigales,Domaine Ponsot,2012.0,4.0,30,138.46,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,1953.0,3.9,7669,172.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Michel & Sylvie Esmonin,1997.0,4.3,1289,325.16,4.5,3.0,1.0,2.5,gevrey-chambertin-clos-st-jacques,"[(14, 'pinot-noir')]"
Châteauneuf-du-Pape Val de Dieu,Château de Vaudieu,2017.0,4.5,167,49.0,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Rouge,Château Laurence,2019.0,3.9,186,13.5,4.0,4.0,1.0,4.0,bordeaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Les Sablières Côtes du Rhône,Domaine des Escaravailles,2020.0,3.8,72,12.0,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Murots Gevrey-Chambertin,Clos Frantin,2021.0,4.0,1139,60.0,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Grenache Noir,Paul Mas,2016.0,3.7,714,10.38,2.5,3.5,1.0,3.0,vin-de-pays-doc,"[(8, 'grenache-noir')]"
Gevrey-Chambertin 'Les Tuileries',Henri Richard,2017.0,4.3,59,74.42,4.5,3.0,1.0,2.5,gevrey-chambertin,"[(14, 'pinot-noir')]"
Pomerol,Château l'Enclos,2015.0,4.3,684,30.33,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Coteaux Bourguignons,Domaine Jean Grivot,2021.0,3.7,489,38.73,4.0,2.5,1.0,2.0,coteaux-bourguignons,"[(14, 'pinot-noir')]"
Cornas 'Les Chaillot',Thierry Allemand,2014.0,4.4,142,408.21,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Saint-Émilion Grand Cru,Le Dome,2016.0,4.6,134,314.92,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Haut Vallée du Gassac Rouge,Mas de Daumas Gassac,2019.0,4.2,484,58.01,4.0,4.0,1.0,4.0,saint-guilhem-le-desert,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Duo de Conseillante Pomerol,Château La Conseillante,2020.0,4.2,27,72.0,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard 'Les Combes',Domaine Buisson Battault,2020.0,4.2,41,60.5,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Santenay 1er Cru Les Gravières,Vallet Frères,2022.0,3.9,74,51.88,4.0,2.5,1.0,2.0,santenay-les-gravieres,"[(14, 'pinot-noir')]"
Château Gressier Grand Poujeaux Moulis-en-Médoc,Château Chasse-Spleen,1989.0,3.8,2840,48.0,4.0,4.5,1.0,5.0,moulis-en-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Morgon,Domaine Marcel Lapierre,2017.0,4.1,2720,39.39,5.0,1.0,1.0,1.5,morgon,"[(80, 'gamay')]"
Ventoux Rouge,Domaine Brunely,2022.0,3.6,48,8.58,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Grenache Rouge,Félicette,2021.0,3.8,71,14.43,2.5,3.5,1.0,3.0,vin-de-pays-doc,"[(8, 'grenache-noir')]"
Volnay Premier Cru 'Santenots',Buisson-Charles,2018.0,4.2,199,119.8,4.0,2.5,1.0,2.0,volnay-santenots,"[(14, 'pinot-noir')]"
Vosne-Romanée 'Les Croix Blanches',René Bouvier,2013.0,4.2,44,103.69,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
L'Oeuvre de Perraud Bourgogne Rouge 'Les Forêts',Domaine Perraud,2021.0,3.6,775,19.0,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Second de Camensac Haut-Médoc,Château de Camensac,2015.0,3.7,376,22.9,4.0,4.5,1.0,5.0,haut-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chambertin-Clos-de-Beze Grand Cru,Bouchard Père & Fils,2010.0,4.4,841,450.0,4.5,3.0,1.0,2.5,chambertin-clos-de-beze,"[(14, 'pinot-noir')]"
Charmes-Chambertin Grand Cru,Domaine Faiveley,2021.0,4.3,493,388.45,4.5,3.0,1.0,2.5,charmes-chambertin,"[(14, 'pinot-noir')]"
Saint-Émilion Grand Cru,Château Teyssier,2017.0,3.9,38,25.7,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru,Château Cantin,2013.0,3.9,534,14.18,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Notre dame des Vignes Côtes-du-Rhône-Villages 'Visan',Rhonéa,2022.0,3.7,108,8.5,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-visan,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Clos de La Commaraine Monopole,Domaine Belleville,2020.0,4.4,207,265.28,4.0,2.5,1.0,2.0,clos-de-la-commaraine,"[(14, 'pinot-noir')]"
Jour de Fruit Bergerac Rouge,Domaine l'Ancienne Cure,2021.0,3.7,34,9.1,4.5,4.5,1.5,4.0,bergerac,Unknown
Les Peyres Levade,Château Combel La Serre,2015.0,3.9,52,53.47,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Margaux,Château de Clairefont,2019.0,3.9,767,34.57,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru,Clos Saint-Vincent,2018.0,4.1,396,31.19,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Santenay,Caroline Morey,2022.0,4.0,40,75.47,4.0,2.5,1.0,2.0,santenay,"[(14, 'pinot-noir')]"
Cuvée Garnacho Séguret,Domaine de Cabasse,2022.0,3.6,424,24.17,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-seguret,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Merlot,Grange Philippe,2022.0,3.4,60,15.93,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Clos de Sarpe,2018.0,4.1,1849,91.53,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Lacoste Borie Pauillac,Château Grand-Puy-Lacoste,2016.0,4.1,1230,42.0,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chassagne-Montrachet 1er Cru 'Clos Saint Jean',Morey-Coffinet,2022.0,4.2,225,101.59,4.0,2.5,1.0,2.0,chassagne-montrachet-clos-saint-jean,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges 1er Cru 'Les Saints-Georges',Domaine Faiveley,2019.0,4.1,168,135.83,4.5,3.0,1.0,2.5,nuits-saint-georges-les-saints-georges,"[(14, 'pinot-noir')]"
Très Vieilles Vignes Auxey-Duresses,Alain Gras,2014.0,3.8,70,72.27,4.0,2.5,1.0,2.0,auxey-duresses,"[(14, 'pinot-noir')]"
Les Thureaux Menetou-Salon Rouge,Joseph Mellot,2022.0,3.7,225,18.8,4.5,2.5,1.0,2.5,menetou-salon,"[(3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau')]"
Pierres Nobles La Clape Languedoc,Expert Club,2003.0,3.1,252,24.0,4.0,4.0,1.0,4.0,languedoc-la-clape,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Chambolle-Musigny Premier Cru 'Chabiots',Frédéric Magnien,2012.0,3.9,42,126.97,4.5,3.0,1.0,2.5,chambolle-musigny-les-chabiots,"[(14, 'pinot-noir')]"
Margaux (Grand Cru Classé),Château Boyd-Cantenac,1998.0,4.3,86,62.14,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Île des Vergelesses Pernand-Vergelesses 1er Cru Rouge,Chandon de Briailles,2009.0,4.2,132,48.46,4.0,2.5,1.0,2.0,pernand-vergelesses-premier-cru,"[(14, 'pinot-noir')]"
Nuits-Saint-Georges Les Quatre Vignes,Dominique Laurent,2013.0,4.2,29,70.4,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
Mourvèdre,Les Jamelles,2022.0,3.8,50,9.5,4.0,4.0,1.0,4.0,vin-de-pays-doc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru,Château Bellevue-Mondotte,2002.0,4.4,31,197.96,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pauillac (Grand Cru Classé),Château Haut-Bages Libéral,1985.0,4.2,137,91.67,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Volnay 1er Cru 'Clos des Chênes',Domaine Michel Lafarge,2003.0,4.0,41,300.0,4.0,2.5,1.0,2.0,volnay-clos-des-chenes,"[(14, 'pinot-noir')]"
Jules Rochebonne Côtes du Rhône,La Bastide Saint Dominique,2016.0,4.2,40,42.43,3.5,4.0,1.0,3.5,cotes-du-rhone,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Château le Privera	Le Tertre Médoc,Château Escot,2008.0,3.7,244,37.43,4.5,4.5,1.0,5.0,medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Ambrosius Saint-Émilion Grand Cru,Château Milon,2020.0,4.1,452,22.54,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Vieilles Vignes Bourgogne Pinot Noir,Pierre Labet - François Labet,2020.0,3.9,76,50.25,4.0,2.5,1.0,2.0,bourgogne,"[(14, 'pinot-noir')]"
Saint-Estèphe,Marquis de Saint-Estèphe,2021.0,3.7,49,14.99,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château La Dominique,1996.0,4.1,134,83.63,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Premices Cornas,Domaine Durand (Eric & Joël),2022.0,4.1,1239,30.0,3.5,5.0,1.0,3.5,cornas,"[(1, 'shiraz-syrah')]"
Chambertin Grand Cru,Domaine Jacques Prieur,1986.0,4.4,419,489.0,4.5,3.0,1.0,2.5,chambertin,"[(14, 'pinot-noir')]"
Saint-Estèphe,Château Saint Pierre de Corbian,2020.0,3.9,1054,28.17,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Nuits-Saint-Georges,Maison Leroy,1976.0,4.4,300,2153.09,4.5,3.0,1.0,2.5,nuits-saint-georges,"[(14, 'pinot-noir')]"
Moulis-en-Médoc,Château Poujeaux,1989.0,4.2,151,100.0,4.0,4.5,1.0,5.0,moulis-en-medoc,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pomerol,Chateau La Fleur des Rouzes,2018.0,4.2,124,32.38,3.5,4.5,1.0,4.0,pomerol,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Mon Plaisir Côtes de Provence Rouge,Château des Ferrages,2023.0,3.8,367,14.75,3.0,4.0,1.5,4.0,cotes-de-provence,"[(1, 'shiraz-syrah'), (2, 'cabernet-sauvignon'), (8, 'grenache-noir'), (22, 'mourvedre'), (41, 'carignane'), (583, 'tibouren'), (614, 'cinsaut')]"
La Petite Siberie,Domaine du Clos des Fées,2019.0,4.5,26,200.0,4.0,4.0,1.0,4.0,cotes-du-roussillon-villages,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Alma,YoYo,2022.0,3.9,88,24.0,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Châteauneuf-du-Pape,Domaine du Père Caboche,2022.0,4.2,377,32.75,3.0,5.0,1.0,3.0,chateauneuf-du-pape,"[(1, 'shiraz-syrah'), (22, 'mourvedre'), (32, 'counoise'), (614, 'cinsaut'), (677, 'vaccareze'), (678, 'muscardin')]"
Vieilles Vignes,Clos de Trias,2015.0,4.0,329,33.0,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Côtes de Bourg,Château Peychaud,2021.0,3.5,1321,31.47,4.0,4.0,1.0,4.0,cotes-de-bourg,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pessac-Léognan (Grand Cru Classé de Graves),Château Malartic-Lagravière,2020.0,4.0,226,66.74,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Canaille,Clos Roussely,2023.0,3.8,1007,15.77,4.5,3.0,1.0,3.5,touraine,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (14, 'pinot-noir'), (80, 'gamay'), (404, 'grolleau'), (895, 'cot'), (1349, 'pineau-d-aunis')]"
Vieilles Vignes Pommard,Domaine Fabien Coche (Domaine Coche-Bizouard),2022.0,4.1,380,224.6,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Lussac-Saint-Émilion,Château Lyonnat,2017.0,3.8,2680,11.15,3.5,4.5,1.0,4.0,lussac-st-emilion,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Grand Coutale Cahors,Clos La Coutale,2016.0,3.9,72,14.0,3.0,4.0,1.0,3.5,cahors,"[(9, 'malbec')]"
Cuvée Classique Corbières Rouge,Château Ollieux Romanis,2021.0,3.9,132,11.9,4.0,4.0,1.0,4.0,corbieres,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Côtes de Bourg,Château La Croix de Paty,2015.0,2.9,157,7.18,4.0,4.0,1.0,4.0,cotes-de-bourg,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
L'Aglanié Côtes du Rhône Villages 'Visan',Domaine Philippe Plantevin,2021.0,3.9,131,19.03,3.5,4.0,1.0,3.5,cotes-du-rhone-villages-visan,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru,Sol Béni,2014.0,4.2,189,62.27,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pauillac (Grand Cru Classé),Château Clerc Milon,2013.0,4.0,529,79.17,4.5,4.5,1.0,5.0,pauillac,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Pommard,Christophe Vaudoisey,2019.0,4.0,375,59.0,4.0,2.5,1.0,2.0,pommard,"[(14, 'pinot-noir')]"
Les Tours Beaujolais Villages,Justin Dutraive,2018.0,4.2,130,81.83,5.0,1.0,1.0,1.5,beaujolais-villages,"[(80, 'gamay')]"
Saint-Émilion Grand Cru,Château Monbousquet,1995.0,4.2,177,89.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Saint-Estèphe,Château Beau-Site,2014.0,4.0,1067,33.4,4.5,4.5,1.0,5.0,saint-estephe,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Beaune 1er Cru 'Clos des Mouches',Michel Arcelain,2019.0,4.0,57,74.5,4.0,2.5,1.0,2.0,beaune-le-clos-des-mouches,"[(14, 'pinot-noir')]"
Vieilles Vignes Chambolle-Musigny 'Les Athets',Pierre Naigeon,2011.0,4.2,92,218.63,4.5,3.0,1.0,2.5,chambolle-musigny,"[(14, 'pinot-noir')]"
Perle Noire,Château Haut Blanville,2014.0,4.4,55,42.08,4.0,4.0,1.0,4.0,languedoc,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Les Vignes Rousses Ventoux,Domaine du Bon Remède,2021.0,3.8,30,11.85,3.5,4.0,1.0,3.5,cotes-du-ventoux,"[(1, 'shiraz-syrah'), (8, 'grenache-noir'), (22, 'mourvedre')]"
Saint-Émilion Grand Cru (Grand Cru Classé),Château Ripeau,1990.0,4.2,31,35.0,3.5,4.5,1.0,4.0,st-emilion-grand-cru,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Chorey-lès-Beaune,Nicolas Rouget,2015.0,3.8,48,129.0,4.0,2.5,1.0,2.0,chorey-les-beaune,"[(14, 'pinot-noir')]"
Margaux,Château Grand Tayac,2014.0,4.1,585,116.88,4.5,4.0,1.0,4.5,margaux,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Le Magny,Philippe Chevarin,2022.0,3.7,28,23.9,3.5,3.0,1.0,4.0,vin-de-pays-vignobles-de-france,Unknown
Clos de Vougeot Grand Cru,Domaine Drouhin-Laroze,2022.0,4.2,966,215.03,4.5,3.0,1.0,2.5,clos-de-vougeot,"[(14, 'pinot-noir')]"
Vosne-Romanée,François Confuron-Gindre,2021.0,4.1,39,93.67,4.5,3.0,1.0,2.5,vosne-romanee,"[(14, 'pinot-noir')]"
Pessac-Léognan,Château Branon,2008.0,4.2,95,75.0,4.5,4.5,1.0,5.0,pessac-leognan,"[(2, 'cabernet-sauvignon'), (3, 'cabernet-franc'), (9, 'malbec'), (10, 'merlot'), (42, 'petit-verdot'), (51, 'carmenere')]"
Gevrey-Chambertin Premier Cru 'Poissenot',Domaine Humbert Frères,2001.0,4.4,925,102.66,4.5,3.0,1.0,2.5,gevrey-chambertin-poissenot,"[(14, 'pinot-noir')]"
Beaune Premier Cru Cuvée Hugues et Louis Bétault,Hospices de Beaune,2023.0,4.2,568,99.0,4.0,2.5,1.0,2.0,beaune-premier-cru,"[(14, 'pinot-noir')]"
